['GVVVIVLAV', '1.251\r\n']
['SYGGHIDQA', '1.014\r\n']
['FTYGVGGDF', '1.014\r\n']
['AHTIIGKGA', '1.014\r\n']
['QRLSEIWSA', '1.014\r\n']
['RIGAIAGML', '1.014\r\n']
['NLGGAANVA', '1.014\r\n']
['QGAIQNAIS', '1.014\r\n']
['KMVGLANFK', '1.014\r\n']
['FNSAIGPYK', '1.014\r\n']
['IKNGEPLAY', '1.014\r\n']
['FGAEFSAAS', '1.014\r\n']
['KAPGTIGSL', '1.014\r\n']
['GLAMIARIG', '1.014\r\n']
['AHRTLADAK', '1.014\r\n']
['NQWNPAVNV', '1.014\r\n']
['NQWNPAVNV', '1.014\r\n']
['SLYAGNATS', '1.014\r\n']
['FNGALDLFD', '1.014\r\n']
['KDDAFASEV', '1.014\r\n']
['FTSDGVNIA', '1.014\r\n']
['ILRTEDSIA', '1.014\r\n']
['FITYTNPIT', '1.014\r\n']
['FIDANITSH', '1.014\r\n']
['AAETEALSA', '1.014\r\n']
['AAAANLTRA', '1.014\r\n']
['IGGGAGQIL', '1.014\r\n']
['FFFDYGFSE', '1.014\r\n']
['LDFELTQAM', '1.014\r\n']
['LLGAIAMDN', '1.014\r\n']
['DEAGRGCLA', '1.014\r\n']
['LIGGGAGQI', '1.014\r\n']
['DGGGYYRPV', '1.014\r\n']
['DRWGNAVSV', '1.014\r\n']
['YSNAPTLGS', '1.014\r\n']
['GGIGISGLA', '1.014\r\n']
['IAFGSAIDE', '1.014\r\n']
['LKNPNGAVS', '1.014\r\n']
['LEKTNARVF', '1.014\r\n']
['IGVENDSIA', '1.014\r\n']
['LLAENARKA', '1.014\r\n']
['LKNSIVGRG', '1.014\r\n']
['DIKAYAGHT', '1.014\r\n']
['AISALDAGN', '1.014\r\n']
['IRAGLNYGH', '1.014\r\n']
['GEGGHVSFA', '1.014\r\n']
['SLLNNAGLG', '1.014\r\n']
['AMQNGVLAG', '1.014\r\n']
['FSSTHTLNA', '1.014\r\n']
['FSSTHTLNA', '1.014\r\n']
['ANAVQGRAS', '1.014\r\n']
['KVYNNANGV', '1.014\r\n']
['TRSPFVTSG', '1.014\r\n']
['AGSLDAANI', '1.014\r\n']
['ASSGTPPAP', '1.014\r\n']
['LDQAPIGKT', '1.014\r\n']
['GNMGLVPAQ', '1.014\r\n']
['YSDARASAS', '1.014\r\n']
['YHHGKITGQ', '1.014\r\n']
['IEEGSARAV', '1.014\r\n']
['IMWGLSRVD', '1.014\r\n']
['EGYITIEIS', '1.013\r\n']
['FTLGGIWAS', '1.013\r\n']
['IGIGGIGIS', '1.013\r\n']
['SRWTIGVRI', '1.013\r\n']
['MDLEGAEIV', '1.013\r\n']
['FLEGAIGFG', '1.013\r\n']
['FLEGAIGFG', '1.013\r\n']
['MQAPIIGTP', '1.013\r\n']
['QKYGWGGLL', '1.013\r\n']
['FEADAIFPG', '1.013\r\n']
['GASIGIDRL', '1.013\r\n']
['FSDARIAAK', '1.013\r\n']
['LSANIINGA', '1.013\r\n']
['SWWHILGAG', '1.013\r\n']
['ARKTIAITP', '1.013\r\n']
['VAYFGAENE', '1.013\r\n']
['FGSEFVRAG', '1.013\r\n']
['YYNEIAYNQ', '1.013\r\n']
['SLFAEGLEG', '1.013\r\n']
['IKIEGARYP', '1.013\r\n']
['YTMANIIAQ', '1.013\r\n']
['ERTRIAGCH', '1.013\r\n']
['IGGIVANNA', '1.013\r\n']
['MQYTADAIA', '1.013\r\n']
['AFEILSWGK', '1.013\r\n']
['DNTPVVNWA', '1.013\r\n']
['IGSARATIQ', '1.013\r\n']
['AKTGPATII', '1.013\r\n']
['QVGDRIAQG', '1.013\r\n']
['TKKGFVAGA', '1.013\r\n']
['TKKGFVAGA', '1.013\r\n']
['FFYGNVEGS', '1.013\r\n']
['KIADTAGRV', '1.013\r\n']
['IALGNAGIT', '1.013\r\n']
['VRTTDVTGS', '1.013\r\n']
['LGGNRVRAI', '1.013\r\n']
['FALGTTYES', '1.013\r\n']
['YAVEEAMEA', '1.013\r\n']
['NAIALTGGI', '1.013\r\n']
['NGLPLIATN', '1.013\r\n']
['AGDSRIIAP', '1.013\r\n']
['SDGATAALS', '1.013\r\n']
['HKEGYGVGA', '1.013\r\n']
['AINIYGNLT', '1.013\r\n']
['NTKGCIAIE', '1.013\r\n']
['GLGPIYEQG', '1.013\r\n']
['DRFYGARPL', '1.013\r\n']
['EQSGDVGFI', '1.013\r\n']
['LNSAEAYGA', '1.013\r\n']
['AYGNGVTAQ', '1.013\r\n']
['FDYNHGYIK', '1.013\r\n']
['FDYNHGYIK', '1.013\r\n']
['AKAFFAKRS', '1.013\r\n']
['LDYGYANFG', '1.013\r\n']
['LKRPWKGII', '1.013\r\n']
['SMSLIIAMM', '1.013\r\n']
['FHEITQNAI', '1.013\r\n']
['AMAIMGAFI', '1.013\r\n']
['GANATLDAL', '1.013\r\n']
['NDLALGHDA', '1.013\r\n']
['NRFANALYP', '1.013\r\n']
['ANFALANYG', '1.013\r\n']
['IAHAYGNTS', '1.013\r\n']
['GEVAEGVKT', '1.013\r\n']
['LGADLAANT', '1.013\r\n']
['LGADLAANT', '1.013\r\n']
['TAYDGLADA', '1.013\r\n']
['KRIFNAKII', '1.013\r\n']
['FNFESILPM', '1.013\r\n']
['SGDYGADLI', '1.013\r\n']
['SEGCYAFNG', '1.013\r\n']
['LKEAIMHGA', '1.013\r\n']
['TRFSWQHIA', '1.013\r\n']
['NNMIVAQAA', '1.013\r\n']
['DRRLDALAQ', '1.013\r\n']
['FKIGIKNIA', '1.013\r\n']
['SIYGYPTTG', '1.013\r\n']
['LGYEMAGIA', '1.013\r\n']
['NQAGTYYLT', '1.013\r\n']
['SGMAIADSL', '1.013\r\n']
['FNFADVMID', '1.013\r\n']
['ENTGITSLV', '1.013\r\n']
['SSANQIADI', '1.013\r\n']
['GLGTIGKRV', '1.013\r\n']
['GYIQGLREA', '1.013\r\n']
['GKFDLQGIA', '1.013\r\n']
['NQSMIIGLP', '1.013\r\n']
['FLGLGESEA', '1.013\r\n']
['KDSGLGDVA', '1.013\r\n']
['FQSGYAANA', '1.013\r\n']
['IKSLDATDA', '1.013\r\n']
['ASSGTNALI', '1.013\r\n']
['PKDAKVEIG', '1.013\r\n']
['SKITLAQGT', '1.013\r\n']
['AFRGIKGVR', '1.013\r\n']
['KLDFSAANA', '1.013\r\n']
['FGQGLGLGQ', '1.013\r\n']
['FEMGCYGIG', '1.013\r\n']
['NQEALIKAQ', '1.013\r\n']
['EELHLPNAT', '1.013\r\n']
['NQYDKAFIA', '1.013\r\n']
['GGVGQAAGF', '1.013\r\n']
['ALLGESGAG', '1.013\r\n']
['ASLGDIKTA', '1.013\r\n']
['AAGGRVSTA', '1.013\r\n']
['TQAMIALAN', '1.013\r\n']
['NKASFIQAQ', '1.013\r\n']
['VHEIKEEKA', '1.013\r\n']
['PAIGTSHGA', '1.013\r\n']
['YLTGTLGSG', '1.013\r\n']
['NMSSLIAIG', '1.013\r\n']
['EEIAEIARL', '1.012\r\n']
['SDEIDAFVM', '1.012\r\n']
['YNIKWAWIF', '1.012\r\n']
['EMIELGFIA', '1.012\r\n']
['IIFDEIATG', '1.012\r\n']
['YNFGFGIYK', '1.012\r\n']
['YNFGFGIYK', '1.012\r\n']
['QCGWAANHT', '1.012\r\n']
['SYIHRIGRT', '1.012\r\n']
['FLGAFYEEG', '1.012\r\n']
['LWGFDPEIA', '1.012\r\n']
['YYFRGIGTS', '1.012\r\n']
['KRNEIAALI', '1.012\r\n']
['IKRNEIAAL', '1.012\r\n']
['SKIHRATIT', '1.012\r\n']
['PFSETIARF', '1.012\r\n']
['GDSITIAPS', '1.012\r\n']
['LKGFLGFGG', '1.012\r\n']
['NYQEAIDAY', '1.012\r\n']
['MVGGIATGI', '1.012\r\n']
['ADSIIANGI', '1.012\r\n']
['TEVGFVGRD', '1.012\r\n']
['SMGAPFGII', '1.012\r\n']
['VSRTRATIK', '1.012\r\n']
['DRAGVGIGI', '1.012\r\n']
['ASAVITNRG', '1.012\r\n']
['NLDITAALN', '1.012\r\n']
['TLVIGGGNS', '1.012\r\n']
['ADGITIQAS', '1.012\r\n']
['TDKYIIGTI', '1.012\r\n']
['FKNAIATLG', '1.012\r\n']
['FKATIAYDG', '1.012\r\n']
['FGRAFAYGS', '1.012\r\n']
['KIGGDAFGV', '1.012\r\n']
['GLAAFTNAS', '1.012\r\n']
['LIFGHADEE', '1.012\r\n']
['IAGDIANTL', '1.012\r\n']
['AGAGTFHPA', '1.012\r\n']
['SHKGHAIFN', '1.012\r\n']
['MAPVIDNAT', '1.012\r\n']
['IKTNITAPI', '1.012\r\n']
['ITTGEPLFS', '1.012\r\n']
['AGSAGVITN', '1.012\r\n']
['AGSAGVITN', '1.012\r\n']
['SYRNFAAYT', '1.012\r\n']
['YTGTNAILS', '1.012\r\n']
['LTGTISFEA', '1.012\r\n']
['ILFGDGAGA', '1.012\r\n']
['DKGFPTGLL', '1.012\r\n']
['HRDGEGVCG', '1.012\r\n']
['WRVGDTLIT', '1.012\r\n']
['IEEVGAANF', '1.012\r\n']
['LIIGRGLTN', '1.012\r\n']
['LNYGLEAGS', '1.012\r\n']
['IAIGGITMH', '1.012\r\n']
['LFAGHEESS', '1.012\r\n']
['YLELRAGTG', '1.012\r\n']
['GIFGGLRGL', '1.012\r\n']
['YQTGYTNII', '1.012\r\n']
['NARAQAEIL', '1.012\r\n']
['IAIDLGTAN', '1.012\r\n']
['EYGGTAGLL', '1.012\r\n']
['TTIGISWMV', '1.012\r\n']
['INGGDVGYI', '1.012\r\n']
['PDVNVGGGS', '1.012\r\n']
['KKAALIQEE', '1.012\r\n']
['FKGLYGFPN', '1.012\r\n']
['IEGRVPYRG', '1.012\r\n']
['FYTALADGM', '1.012\r\n']
['FSYNGAGVG', '1.012\r\n']
['SKVENLNAA', '1.012\r\n']
['ALNALGTTQ', '1.012\r\n']
['DSMLFGALG', '1.012\r\n']
['YFRAIGKFG', '1.012\r\n']
['KTRASAEIL', '1.012\r\n']
['LGQEGINKV', '1.012\r\n']
['LDGVEGAKS', '1.012\r\n']
['DKGNHVLTS', '1.012\r\n']
['YHAIDTSAN', '1.012\r\n']
['AVFEFSNNA', '1.012\r\n']
['LSRGFLGSG', '1.012\r\n']
['TKAGYPGVE', '1.012\r\n']
['DLMGADHGV', '1.012\r\n']
['RHPTLGNRV', '1.012\r\n']
['LNIGSIDGI', '1.012\r\n']
['SGHTHAGQI', '1.012\r\n']
['TLGFKIAPN', '1.012\r\n']
['FDMGGGYVY', '1.012\r\n']
['YNENIALKI', '1.012\r\n']
['ITSFWSGSI', '1.012\r\n']
['YNFVFSNTT', '1.012\r\n']
['NHDSIGGVA', '1.012\r\n']
['LAAEHSARM', '1.012\r\n']
['YYWGGAMVG', '1.012\r\n']
['AKKGGLARL', '1.012\r\n']
['GSGTTAQAV', '1.012\r\n']
['QSLENAQGL', '1.012\r\n']
['AGMTLGDVA', '1.012\r\n']
['QDNNPIASV', '1.012\r\n']
['ATGGTPVQS', '1.012\r\n']
['LKMLNIESA', '1.012\r\n']
['DNNPIASVS', '1.012\r\n']
['GKSTYARCG', '1.012\r\n']
['IARFSANAS', '1.012\r\n']
['IKPEVGSNA', '1.012\r\n']
['FLSAGPNAT', '1.012\r\n']
['QRIMEAYAH', '1.012\r\n']
['NKAPSIGVE', '1.012\r\n']
['PLAATPTSN', '1.012\r\n']
['RHADQTAAI', '1.012\r\n']
['PLGGMATFI', '1.012\r\n']
['HVGGTASRS', '1.012\r\n']
['PTGFISAKS', '1.012\r\n']
['SGIFLSNGP', '1.012\r\n']
['TSRALGHSS', '1.012\r\n']
['YGFFSYNGA', '1.012\r\n']
['YGFFSYNGA', '1.012\r\n']
['IGFGSGRHL', '1.012\r\n']
['FIGFIIGDE', '1.011\r\n']
['NALGIEHIG', '1.011\r\n']
['WAWIFLGGS', '1.011\r\n']
['SLGGWGGAV', '1.011\r\n']
['LAGAEIART', '1.011\r\n']
['SRKFIAFAM', '1.011\r\n']
['ERGTIIYGL', '1.011\r\n']
['AEFHEITPS', '1.011\r\n']
['FNALFEEAA', '1.011\r\n']
['SNHETAFTV', '1.011\r\n']
['AGEILAEAK', '1.011\r\n']
['YGREDARIV', '1.011\r\n']
['FNQIDAIGH', '1.011\r\n']
['PGNEVIGPA', '1.011\r\n']
['NAQEIIAQS', '1.011\r\n']
['ADQIEAGAI', '1.011\r\n']
['NHETAFTVS', '1.011\r\n']
['TRGIAGATV', '1.011\r\n']
['TRGIAGATV', '1.011\r\n']
['SLNGRILEA', '1.011\r\n']
['FELNEAFAA', '1.011\r\n']
['AQVIDARNT', '1.011\r\n']
['LRELAIGGT', '1.011\r\n']
['TGAGDTVIA', '1.011\r\n']
['NGPEAPFLA', '1.011\r\n']
['KRGEVISIG', '1.011\r\n']
['DISEILGGA', '1.011\r\n']
['DISEILGGA', '1.011\r\n']
['VEGPFANFT', '1.011\r\n']
['PIKANVWAN', '1.011\r\n']
['AGMPVIEGS', '1.011\r\n']
['SYHGETLGA', '1.011\r\n']
['ILTTNGAIQ', '1.011\r\n']
['GLYGVADEN', '1.011\r\n']
['NEANIIQAL', '1.011\r\n']
['IINEIGQAA', '1.011\r\n']
['VAFGGDGAS', '1.011\r\n']
['YLEAPNFAN', '1.011\r\n']
['VEIGGAANA', '1.011\r\n']
['AIGGTAVGT', '1.011\r\n']
['NNVEAIKIS', '1.011\r\n']
['ANYGFVPNT', '1.011\r\n']
['FSRNGAFLA', '1.011\r\n']
['IIDGFNGLA', '1.011\r\n']
['FEKEAVNFA', '1.011\r\n']
['VMATHGGTI', '1.011\r\n']
['TAGNFLGGV', '1.011\r\n']
['QNRGDDVAV', '1.011\r\n']
['LLYGNGTEI', '1.011\r\n']
['FGYGAGTDV', '1.011\r\n']
['GRSIVAESG', '1.011\r\n']
['FNTICNATS', '1.011\r\n']
['VAKGTGEAI', '1.011\r\n']
['TPLGGLGEI', '1.011\r\n']
['DNGLLAFDA', '1.011\r\n']
['FSNGRTLAL', '1.011\r\n']
['TFGGNGAVL', '1.011\r\n']
['AMTDGVISS', '1.011\r\n']
['TNMILVNGI', '1.011\r\n']
['FGLGATPTA', '1.011\r\n']
['TAVGTGLNA', '1.011\r\n']
['TIIASIGTG', '1.011\r\n']
['YEQGLYERA', '1.011\r\n']
['KNSVLGGEI', '1.011\r\n']
['GYSFMAEIP', '1.011\r\n']
['VQRGFQANS', '1.011\r\n']
['FRSNRYFYA', '1.011\r\n']
['YRYLGGANA', '1.011\r\n']
['NFNNYTAVY', '1.011\r\n']
['FYDIDGSAS', '1.011\r\n']
['DHAAQHGIE', '1.011\r\n']
['DHAAQHGIE', '1.011\r\n']
['DHAAQHGIE', '1.011\r\n']
['DHAAQHGIE', '1.011\r\n']
['DHAAQHGIE', '1.011\r\n']
['LQGFEAKLN', '1.011\r\n']
['FGGIQLAGT', '1.011\r\n']
['FGGIQLAGT', '1.011\r\n']
['KLGIKGGIA', '1.011\r\n']
['KLGIKGGIA', '1.011\r\n']
['ADTKIAGIF', '1.011\r\n']
['AYAYNAGPG', '1.011\r\n']
['GISGAVFMM', '1.011\r\n']
['ETGALLNAA', '1.011\r\n']
['FSQGIASHN', '1.011\r\n']
['NESLRIYQS', '1.011\r\n']
['FEVGDFSNI', '1.011\r\n']
['FKTQGGYIF', '1.011\r\n']
['MMVELAPSM', '1.011\r\n']
['VLEGKIGGT', '1.011\r\n']
['LSFGLGTSM', '1.011\r\n']
['VMGNQGHIF', '1.011\r\n']
['INVANTSIG', '1.011\r\n']
['HGVGLARME', '1.011\r\n']
['TPRNSAFAL', '1.011\r\n']
['SGIIEIGGI', '1.01\r\n']
['GHGIWVHGM', '1.01\r\n']
['QNAEFVEIT', '1.01\r\n']
['LWEDIAEIS', '1.01\r\n']
['HEIEGIGVE', '1.01\r\n']
['IRSIRGIFT', '1.01\r\n']
['GRDAITFGV', '1.01\r\n']
['GRDAITFGV', '1.01\r\n']
['YEYAIETRA', '1.01\r\n']
['NQDGEIHAV', '1.01\r\n']
['SFGIFGGLR', '1.01\r\n']
['LHFNIGFGG', '1.01\r\n']
['GLFGDGFIQ', '1.01\r\n']
['LRAIEIGSD', '1.01\r\n']
['NEGIITLPA', '1.01\r\n']
['DCGAFTGEI', '1.01\r\n']
['TFYGGIFPR', '1.01\r\n']
['QGTGLIFTS', '1.01\r\n']
['NDLFDGAII', '1.01\r\n']
['LGTWGNPVA', '1.01\r\n']
['TKFIAITSG', '1.01\r\n']
['IHRATITDA', '1.01\r\n']
['AHEAIRPTS', '1.01\r\n']
['NIGTIGHVD', '1.01\r\n']
['FGVGGTIRA', '1.01\r\n']
['HATGLGWLG', '1.01\r\n']
['PNYRIAAYN', '1.01\r\n']
['FEGGFLGFF', '1.01\r\n']
['NRLRAIYRA', '1.01\r\n']
['FAETDAEVS', '1.01\r\n']
['FHRGDFAAA', '1.01\r\n']
['YKNFLGTFS', '1.01\r\n']
['FKEGIDYAH', '1.01\r\n']
['FKSGGWLHA', '1.01\r\n']
['AIFIETSES', '1.01\r\n']
['FAIANEGAI', '1.01\r\n']
['MLATLINES', '1.01\r\n']
['YGLIGANGA', '1.01\r\n']
['LKNGRYIAS', '1.01\r\n']
['NEVIGITKA', '1.01\r\n']
['FRMGHIELA', '1.01\r\n']
['GLEAELGAS', '1.01\r\n']
['FNEIPADYA', '1.01\r\n']
['FDIDANGIL', '1.01\r\n']
['FNLVGDGIM', '1.01\r\n']
['IRRARAAGL', '1.01\r\n']
['YLIGEGFKT', '1.01\r\n']
['FADFIAMRA', '1.01\r\n']
['HTYGYTEGL', '1.01\r\n']
['RFFGGYPIT', '1.01\r\n']
['QGEFIAQQS', '1.01\r\n']
['LWGGRPYFS', '1.01\r\n']
['FKEGGALAF', '1.01\r\n']
['GGSADVTFQ', '1.01\r\n']
['VAGFKIREG', '1.01\r\n']
['TNGNPITLV', '1.01\r\n']
['GFFDYAHAN', '1.01\r\n']
['DSVTRFAMA', '1.01\r\n']
['DIAFFSAGG', '1.01\r\n']
['SKKIPTGAI', '1.01\r\n']
['CGTAIGNQS', '1.01\r\n']
['AKQEGVFSG', '1.01\r\n']
['IIGHEIMHG', '1.01\r\n']
['VEEINASIE', '1.01\r\n']
['NAPATPPIK', '1.01\r\n']
['GVEAQTIAN', '1.01\r\n']
['ANAYGAGAI', '1.01\r\n']
['FRLGTGANV', '1.01\r\n']
['YGEALVTNM', '1.01\r\n']
['EVMNIIGSA', '1.01\r\n']
['EVMNIIGSA', '1.01\r\n']
['TTQAFLNAS', '1.01\r\n']
['GEEGYVYAG', '1.01\r\n']
['DSPGCINAG', '1.01\r\n']
['INNAFEPKV', '1.01\r\n']
['ALAGTSWLN', '1.01\r\n']
['ALAGTSWLN', '1.01\r\n']
['ALAGTSWLN', '1.01\r\n']
['KKFLRAYNS', '1.01\r\n']
['VITGNATLN', '1.01\r\n']
['TKNSAIEVS', '1.01\r\n']
['TKNSAIEVS', '1.01\r\n']
['IKGVESGID', '1.01\r\n']
['KARPLARAT', '1.01\r\n']
['TNVATISGS', '1.01\r\n']
['YGAEVMGIT', '1.01\r\n']
['ELLGITNSS', '1.01\r\n']
['GIFFDASGA', '1.01\r\n']
['KAQGLGNII', '1.01\r\n']
['ILFTRGQTQ', '1.01\r\n']
['EHGAISVGN', '1.01\r\n']
['EGGALAFSS', '1.01\r\n']
['GGGCFNLGA', '1.01\r\n']
['YANGALNGL', '1.01\r\n']
['QEAISVGGD', '1.01\r\n']
['LGYGGHRQA', '1.01\r\n']
['MDFAKAFFA', '1.01\r\n']
['KNGALTYLG', '1.01\r\n']
['DHYGEVPSN', '1.01\r\n']
['IIAGIMGAK', '1.01\r\n']
['ENDALNGLV', '1.01\r\n']
['ETGLKIIAT', '1.01\r\n']
['WGDVEYAKA', '1.01\r\n']
['VYRMGFATT', '1.01\r\n']
['LYLGYNNAN', '1.01\r\n']
['YGSIKGIAG', '1.01\r\n']
['LRRSIPRAK', '1.01\r\n']
['QMKGLGHAI', '1.01\r\n']
['FLNGFDPKI', '1.01\r\n']
['VSGATSGFG', '1.01\r\n']
['RYAIKAGTA', '1.01\r\n']
['FDPNQTAII', '1.01\r\n']
['PENAFYMVG', '1.01\r\n']
['GSAKEVAEA', '1.01\r\n']
['DFLGFGMPI', '1.01\r\n']
['ARQYGANYH', '1.01\r\n']
['FTPKIENAL', '1.01\r\n']
['ANSGLYGAS', '1.01\r\n']
['FYYGGSGIW', '1.01\r\n']
['PDFDTPQAI', '1.01\r\n']
['FYNANSITI', '1.01\r\n']
['GYENVSGFA', '1.01\r\n']
['SFSVNIQNG', '1.01\r\n']
['FHAPKHWNA', '1.01\r\n']
['FLKERAKFS', '1.01\r\n']
['TQAIDEAIS', '1.009\r\n']
['ITAGFINIT', '1.009\r\n']
['IRAIEGELS', '1.009\r\n']
['FWWNFGIAL', '1.009\r\n']
['YAFFAGERQ', '1.009\r\n']
['TKIEEVGAA', '1.009\r\n']
['ARFFGAFYN', '1.009\r\n']
['EQIGEILRA', '1.009\r\n']
['PTNVWANAI', '1.009\r\n']
['YTFIDANIT', '1.009\r\n']
['THAHFAAEM', '1.009\r\n']
['AIFNEIPAD', '1.009\r\n']
['TTERIALAS', '1.009\r\n']
['ENIHIAYTT', '1.009\r\n']
['GGIVHARET', '1.009\r\n']
['ILAPFGETM', '1.009\r\n']
['GQMGAIGIL', '1.009\r\n']
['DRSAFEAGV', '1.009\r\n']
['LNAGNVFFN', '1.009\r\n']
['NFLARLGWS', '1.009\r\n']
['ITTAEGGAV', '1.009\r\n']
['MELGAPEII', '1.009\r\n']
['KKGIPVGDS', '1.009\r\n']
['MIPGLIARM', '1.009\r\n']
['YGFTLGGIW', '1.009\r\n']
['YFNIEASIM', '1.009\r\n']
['FGEMEVWAL', '1.009\r\n']
['QWLGGHEAI', '1.009\r\n']
['KFEAGTHRV', '1.009\r\n']
['LDFDAANFS', '1.009\r\n']
['DGYYFGAAK', '1.009\r\n']
['LYLGRNRIG', '1.009\r\n']
['PGLDGAGIA', '1.009\r\n']
['RTFHVGGTA', '1.009\r\n']
['SATFNPELA', '1.009\r\n']
['GVFGGGGVE', '1.009\r\n']
['LKGANGVIN', '1.009\r\n']
['FGGEFYAQA', '1.009\r\n']
['FTRALEHGA', '1.009\r\n']
['GQRQRIAIA', '1.009\r\n']
['SHTSWPIGA', '1.009\r\n']
['TQFFIMARA', '1.009\r\n']
['ASFGDVPEG', '1.009\r\n']
['FILTGGEPS', '1.009\r\n']
['SKNNAIGLL', '1.009\r\n']
['GLAGLGGID', '1.009\r\n']
['GLWFLGEKA', '1.009\r\n']
['PRSTVGTIT', '1.009\r\n']
['FIENEFGSV', '1.009\r\n']
['WRTCFTADA', '1.009\r\n']
['MKWGYALAQ', '1.009\r\n']
['FDSGVGGFS', '1.009\r\n']
['SFWGSFVEG', '1.009\r\n']
['NESIQIATI', '1.009\r\n']
['ANGIAVGMA', '1.009\r\n']
['GLGEFTSAI', '1.009\r\n']
['FLWGGDQIA', '1.009\r\n']
['TSKGGAILS', '1.009\r\n']
['IYGGLNAIN', '1.009\r\n']
['GFGDVGFQS', '1.009\r\n']
['LNVGNAAAM', '1.009\r\n']
['KGNLNIALS', '1.009\r\n']
['QDFSGAIIE', '1.009\r\n']
['FAFLRNGTI', '1.009\r\n']
['LMRHFASES', '1.009\r\n']
['NAQYIAYNT', '1.009\r\n']
['ILSANGGIK', '1.009\r\n']
['DRTGVEASL', '1.009\r\n']
['NAIGGLNAL', '1.009\r\n']
['EYLATFGSD', '1.009\r\n']
['YTGMEITVS', '1.009\r\n']
['FLNKEIAFG', '1.009\r\n']
['NLLGRYGLN', '1.009\r\n']
['SRAANAISP', '1.009\r\n']
['NGKFYAYGI', '1.009\r\n']
['SAGLYATRG', '1.009\r\n']
['TSSLEATPS', '1.009\r\n']
['GYYFGAAKD', '1.009\r\n']
['IGGGLAGLR', '1.009\r\n']
['VGDRSAFEA', '1.009\r\n']
['TRLGFVTKD', '1.009\r\n']
['LFKDNGEVA', '1.009\r\n']
['NEKEIPASV', '1.009\r\n']
['NRWSRAFLL', '1.009\r\n']
['FNSGLEISP', '1.009\r\n']
['PTLEFSNAA', '1.009\r\n']
['GDKGVAANL', '1.009\r\n']
['FIENLGGPI', '1.009\r\n']
['FSGIGTSLT', '1.009\r\n']
['ALMLIPNGM', '1.009\r\n']
['STVNNISIT', '1.009\r\n']
['SDTTILSAT', '1.009\r\n']
['SPGQRNAIL', '1.009\r\n']
['KDFAEGKVF', '1.009\r\n']
['NIGSFVGTS', '1.009\r\n']
['KMSAPDGVA', '1.009\r\n']
['LRGNPGGLL', '1.009\r\n']
['LERTDAQVG', '1.009\r\n']
['AFIESAPRT', '1.009\r\n']
['AFIESAPRT', '1.009\r\n']
['VASGGDFST', '1.009\r\n']
['VQTTMGFAS', '1.009\r\n']
['ANMLAIQRA', '1.009\r\n']
['YTGARLASG', '1.009\r\n']
['FSGSGTTIL', '1.009\r\n']
['GGSADLAPS', '1.009\r\n']
['GRYISANHA', '1.009\r\n']
['EGDELVSAK', '1.009\r\n']
['FRLNEIQSA', '1.009\r\n']
['DFTMINAVS', '1.009\r\n']
['ITITSAATT', '1.009\r\n']
['FGLGGDSFI', '1.009\r\n']
['AFGMDALWI', '1.009\r\n']
['ENILQATTI', '1.009\r\n']
['DCAMRGAEL', '1.009\r\n']
['DKGGKVIAS', '1.009\r\n']
['NHSYWIFGS', '1.008\r\n']
['FIDEIDAIG', '1.008\r\n']
['SNFIIIAME', '1.008\r\n']
['SNFIIIAME', '1.008\r\n']
['SNFIIIAME', '1.008\r\n']
['SNFIIIAME', '1.008\r\n']
['SNFIIIAME', '1.008\r\n']
['INAAVGFWN', '1.008\r\n']
['FNQITGFIS', '1.008\r\n']
['SNAIIYGRS', '1.008\r\n']
['LEFEIPARG', '1.008\r\n']
['FGDEGIGVH', '1.008\r\n']
['KKKGGIEIV', '1.008\r\n']
['KNFIAAHPM', '1.008\r\n']
['MAAGIAGAF', '1.008\r\n']
['FEEAIALRG', '1.008\r\n']
['IQRGHAIAN', '1.008\r\n']
['PIIADGGIR', '1.008\r\n']
['HSTAAPFET', '1.008\r\n']
['AGTGIGALS', '1.008\r\n']
['PGATPIRAS', '1.008\r\n']
['GTFALIQWM', '1.008\r\n']
['NRAIGLGVM', '1.008\r\n']
['YDYAIGEQK', '1.008\r\n']
['LLGARNFAM', '1.008\r\n']
['SGPGGVINP', '1.008\r\n']
['ASNGAIDLS', '1.008\r\n']
['NKEILADLK', '1.008\r\n']
['AMNAGADIV', '1.008\r\n']
['NFEALGTIH', '1.008\r\n']
['SEFVRAGNI', '1.008\r\n']
['LNPNDIAGL', '1.008\r\n']
['LNIGHGHGP', '1.008\r\n']
['QRNAILANH', '1.008\r\n']
['DSCEAGANI', '1.008\r\n']
['MAYAIARQE', '1.008\r\n']
['GKIFSAEEL', '1.008\r\n']
['PKHWNAAKL', '1.008\r\n']
['AGDADLAIG', '1.008\r\n']
['NMYAHTAAH', '1.008\r\n']
['GGIALAGTS', '1.008\r\n']
['GGIALAGTS', '1.008\r\n']
['GGIALAGTS', '1.008\r\n']
['GGIALAGTS', '1.008\r\n']
['GGIALAGTS', '1.008\r\n']
['NFIGGYHGY', '1.008\r\n']
['VKKIDTANA', '1.008\r\n']
['RGAGYVGAT', '1.008\r\n']
['TGGNVAGAL', '1.008\r\n']
['PFFLNGEPS', '1.008\r\n']
['YFWFGVNKR', '1.008\r\n']
['AYLGTGGYT', '1.008\r\n']
['INPPYAEAG', '1.008\r\n']
['KNGFGAQVA', '1.008\r\n']
['GTILGALRM', '1.008\r\n']
['LLKEGANAS', '1.008\r\n']
['GFFTIAMTI', '1.008\r\n']
